"YearMonth","Year","Month","GEO","Products and product groups","COORDINATE","VALUE","MnthInf","AnnMnthInf","AnnInf"
"2000-01",2000,"01","Prince Edward Island","Recreation, education and reading","5.219",93.8,NA,NA,NA
"2000-01",2000,"01","Prince Edward Island","Goods","5.274",92.9,NA,NA,NA
"2000-01",2000,"01","Prince Edward Island","Services","5.282",92.4,NA,NA,NA
"2000-01",2000,"01","Charlottetown and Summerside, Prince Edward Island","All-items","6.2",93,NA,NA,NA
"2000-01",2000,"01","Charlottetown and Summerside, Prince Edward Island","Shelter","6.79",95.2,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","All-items","7.2",93.5,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Food","7.3",93.7,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Shelter","7.79",94.5,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Clothing and footwear","7.139",100.7,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Transportation","7.176",92.9,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Health and personal care","7.201",96,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Recreation, education and reading","7.219",91.7,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Goods","7.274",94.9,NA,NA,NA
"2000-01",2000,"01","Nova Scotia","Services","7.282",91.7,NA,NA,NA
"2000-01",2000,"01","Halifax, Nova Scotia","All-items","8.2",93.4,NA,NA,NA
"2000-01",2000,"01","Halifax, Nova Scotia","Shelter","8.79",94,NA,NA,NA
"2000-01",2000,"01","New Brunswick","All-items","9.2",93,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Food","9.3",93.4,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Shelter","9.79",95.6,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Clothing and footwear","9.139",97,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Transportation","9.176",91.4,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Health and personal care","9.201",96.1,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Recreation, education and reading","9.219",92.4,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Goods","9.274",93.9,NA,NA,NA
"2000-01",2000,"01","New Brunswick","Services","9.282",91.8,NA,NA,NA
"2000-01",2000,"01","Saint John, New Brunswick","All-items","10.2",93.2,NA,NA,NA
"2000-01",2000,"01","Saint John, New Brunswick","Shelter","10.79",96.2,NA,NA,NA
"2000-01",2000,"01","Quebec","All-items","11.2",94.1,NA,NA,NA
"2000-01",2000,"01","Quebec","Food","11.3",91.8,NA,NA,NA
"2000-01",2000,"01","Quebec","Shelter","11.79",95.2,NA,NA,NA
"2000-01",2000,"01","Quebec","Clothing and footwear","11.139",96.4,NA,NA,NA
"2000-01",2000,"01","Quebec","Transportation","11.176",96.2,NA,NA,NA
"2000-01",2000,"01","Quebec","Health and personal care","11.201",97.5,NA,NA,NA
"2000-01",2000,"01","Quebec","Recreation, education and reading","11.219",96.1,NA,NA,NA
"2000-01",2000,"01","Quebec","Goods","11.274",93.9,NA,NA,NA
"2000-01",2000,"01","Quebec","Services","11.282",94.3,NA,NA,NA
"2000-01",2000,"01","Québec, Quebec","All-items","12.2",94.2,NA,NA,NA
"2000-01",2000,"01","Québec, Quebec","Shelter","12.79",96,NA,NA,NA
"2000-01",2000,"01","Montréal, Quebec","All-items","13.2",94,NA,NA,NA
"2000-01",2000,"01","Montréal, Quebec","Shelter","13.79",95,NA,NA,NA
"2000-01",2000,"01","Ontario","All-items","14.2",93.2,NA,NA,NA
"2000-01",2000,"01","Ontario","Food","14.3",91.4,NA,NA,NA
"2000-01",2000,"01","Ontario","Shelter","14.79",92.1,NA,NA,NA
"2000-01",2000,"01","Ontario","Clothing and footwear","14.139",101.7,NA,NA,NA
"2000-01",2000,"01","Ontario","Transportation","14.176",95.6,NA,NA,NA
"2000-01",2000,"01","Ontario","Health and personal care","14.201",96.3,NA,NA,NA
"2000-01",2000,"01","Ontario","Recreation, education and reading","14.219",92.7,NA,NA,NA
"2000-01",2000,"01","Ontario","Goods","14.274",93.9,NA,NA,NA
"2000-01",2000,"01","Ontario","Services","14.282",92.5,NA,NA,NA
"2000-01",2000,"01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items","15.2",92.9,NA,NA,NA
"2000-01",2000,"01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter","15.79",91.1,NA,NA,NA
"2000-01",2000,"01","Toronto, Ontario","All-items","16.2",93.1,NA,NA,NA
"2000-01",2000,"01","Toronto, Ontario","Shelter","16.79",92.2,NA,NA,NA
"2000-01",2000,"01","Thunder Bay, Ontario","All-items","17.2",94,NA,NA,NA
"2000-01",2000,"01","Thunder Bay, Ontario","Shelter","17.79",95.1,NA,NA,NA
"2000-01",2000,"01","Manitoba","All-items","18.2",94.6,NA,NA,NA
"2000-01",2000,"01","Manitoba","Food","18.3",92.8,NA,NA,NA
"2000-01",2000,"01","Manitoba","Shelter","18.79",95.5,NA,NA,NA
"2000-01",2000,"01","Manitoba","Clothing and footwear","18.139",100.8,NA,NA,NA
"2000-01",2000,"01","Manitoba","Transportation","18.176",97.2,NA,NA,NA
"2000-01",2000,"01","Manitoba","Health and personal care","18.201",93.8,NA,NA,NA
"2000-01",2000,"01","Manitoba","Recreation, education and reading","18.219",96.8,NA,NA,NA
"2000-01",2000,"01","Manitoba","Goods","18.274",95,NA,NA,NA
"2000-01",2000,"01","Manitoba","Services","18.282",94.1,NA,NA,NA
"2000-01",2000,"01","Winnipeg, Manitoba","All-items","19.2",94.4,NA,NA,NA
"2000-01",2000,"01","Winnipeg, Manitoba","Shelter","19.79",95,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","All-items","20.2",92.7,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Food","20.3",94.4,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Shelter","20.79",90.2,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Clothing and footwear","20.139",95.7,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Transportation","20.176",95.7,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Health and personal care","20.201",93.7,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Recreation, education and reading","20.219",91.7,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Goods","20.274",92.7,NA,NA,NA
"2000-01",2000,"01","Saskatchewan","Services","20.282",92.6,NA,NA,NA
"2000-01",2000,"01","Regina, Saskatchewan","All-items","21.2",92.8,NA,NA,NA
"2000-01",2000,"01","Regina, Saskatchewan","Shelter","21.79",90.9,NA,NA,NA
"2000-01",2000,"01","Saskatoon, Saskatchewan","All-items","22.2",92.8,NA,NA,NA
"2000-01",2000,"01","Saskatoon, Saskatchewan","Shelter","22.79",90.8,NA,NA,NA
"2000-01",2000,"01","Alberta","All-items","23.2",92.4,NA,NA,NA
"2000-01",2000,"01","Alberta","Food","23.3",91.3,NA,NA,NA
"2000-01",2000,"01","Alberta","Shelter","23.79",93.5,NA,NA,NA
"2000-01",2000,"01","Alberta","Clothing and footwear","23.139",97.7,NA,NA,NA
"2000-01",2000,"01","Alberta","Transportation","23.176",90.6,NA,NA,NA
"2000-01",2000,"01","Alberta","Health and personal care","23.201",95.5,NA,NA,NA
"2000-01",2000,"01","Alberta","Recreation, education and reading","23.219",93.7,NA,NA,NA
"2000-01",2000,"01","Alberta","Goods","23.274",93.3,NA,NA,NA
"2000-01",2000,"01","Alberta","Services","23.282",91.4,NA,NA,NA
"2000-01",2000,"01","Edmonton, Alberta","All-items","24.2",93,NA,NA,NA
"2000-01",2000,"01","Edmonton, Alberta","Shelter","24.79",96,NA,NA,NA
"2000-01",2000,"01","Calgary, Alberta","All-items","25.2",91.9,NA,NA,NA
"2000-01",2000,"01","Calgary, Alberta","Shelter","25.79",91.6,NA,NA,NA
"2000-01",2000,"01","British Columbia","All-items","26.2",94.4,NA,NA,NA
"2000-01",2000,"01","British Columbia","Food","26.3",93.3,NA,NA,NA
"2000-01",2000,"01","British Columbia","Shelter","26.79",96.6,NA,NA,NA
"2000-01",2000,"01","British Columbia","Clothing and footwear","26.139",99,NA,NA,NA
"2000-01",2000,"01","British Columbia","Transportation","26.176",93,NA,NA,NA
"2000-01",2000,"01","British Columbia","Health and personal care","26.201",94.3,NA,NA,NA
"2000-01",2000,"01","British Columbia","Recreation, education and reading","26.219",94.1,NA,NA,NA
"2000-01",2000,"01","British Columbia","Goods","26.274",94.5,NA,NA,NA
"2000-01",2000,"01","British Columbia","Services","26.282",94.4,NA,NA,NA
"2000-01",2000,"01","Vancouver, British Columbia","All-items","27.2",94.1,NA,NA,NA
"2000-01",2000,"01","Vancouver, British Columbia","Shelter","27.79",96.1,NA,NA,NA
"2000-01",2000,"01","Victoria, British Columbia","All-items","28.2",94.6,NA,NA,NA
"2000-01",2000,"01","Victoria, British Columbia","Shelter","28.79",97.5,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","All-items","29.2",95.5,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Food","29.3",94.1,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Shelter","29.79",96.8,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Clothing and footwear","29.139",96.5,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Transportation","29.176",95.1,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Health and personal care","29.201",100.4,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Recreation, education and reading","29.219",95.6,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Goods","29.274",96.1,NA,NA,NA
"2000-01",2000,"01","Whitehorse, Yukon","Services","29.282",94.7,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","All-items","30.2",94.2,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Food","30.3",94.8,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Shelter","30.79",95.3,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Clothing and footwear","30.139",93.8,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Transportation","30.176",91.5,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Health and personal care","30.201",97.4,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Recreation, education and reading","30.219",97.1,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Goods","30.274",93.9,NA,NA,NA
"2000-01",2000,"01","Yellowknife, Northwest Territories","Services","30.282",94.5,NA,NA,NA
"2000-02",2000,"02","Canada","All-items","2.2",94.1,0.64,7.96,NA
"2000-02",2000,"02","Canada","Food","2.3",91.9,-0.22,-2.61,NA
"2000-02",2000,"02","Canada","Shelter","2.79",94.4,0.75,9.38,NA
"2000-02",2000,"02","Canada","Clothing and footwear","2.139",100.2,1.01,12.82,NA
"2000-02",2000,"02","Canada","Transportation","2.176",95.6,0.95,12.01,NA
"2000-02",2000,"02","Canada","Health and personal care","2.201",96.2,0.1,1.21,NA
"2000-02",2000,"02","Canada","Recreation, education and reading","2.219",94.9,1.17,14.98,NA
"2000-02",2000,"02","Canada","Goods","2.274",94.7,0.74,9.25,NA
"2000-02",2000,"02","Canada","Services","2.282",93.5,0.43,5.28,NA
"2000-02",2000,"02","Newfoundland and Labrador","All-items","3.2",96,0.84,10.56,NA
"2000-02",2000,"02","Newfoundland and Labrador","Food","3.3",95.4,-0.21,-2.49,NA
"2000-02",2000,"02","Newfoundland and Labrador","Shelter","3.79",97.9,2.3,31.37,NA
"2000-02",2000,"02","Newfoundland and Labrador","Clothing and footwear","3.139",102.1,0,0,NA
"2000-02",2000,"02","Newfoundland and Labrador","Transportation","3.176",93.5,0.86,10.82,NA
"2000-02",2000,"02","Newfoundland and Labrador","Health and personal care","3.201",96.7,-0.1,-1.19,NA
"2000-02",2000,"02","Newfoundland and Labrador","Recreation, education and reading","3.219",97.3,0.72,8.99,NA
"2000-02",2000,"02","Newfoundland and Labrador","Goods","3.274",98.8,1.13,14.44,NA
"2000-02",2000,"02","Newfoundland and Labrador","Services","3.282",91.9,0.33,4.03,NA
"2000-02",2000,"02","St. John's, Newfoundland and Labrador","All-items","4.2",95.8,0.63,7.83,NA
"2000-02",2000,"02","St. John's, Newfoundland and Labrador","Shelter","4.79",96.8,1.57,20.56,NA
"2000-02",2000,"02","Prince Edward Island","All-items","5.2",92.8,0.11,1.33,NA
"2000-02",2000,"02","Prince Edward Island","Food","5.3",91.9,-0.11,-1.31,NA
"2000-02",2000,"02","Prince Edward Island","Shelter","5.79",94.8,0.11,1.33,NA
"2000-02",2000,"02","Prince Edward Island","Clothing and footwear","5.139",91.9,-1.08,-12.22,NA
"2000-02",2000,"02","Prince Edward Island","Transportation","5.176",92.9,0.32,3.91,NA
"2000-02",2000,"02","Prince Edward Island","Health and personal care","5.201",95.8,-0.1,-1.19,NA
"2000-02",2000,"02","Prince Edward Island","Recreation, education and reading","5.219",94.4,0.64,7.96,NA
"2000-02",2000,"02","Prince Edward Island","Goods","5.274",92.8,-0.11,-1.31,NA
"2000-02",2000,"02","Prince Edward Island","Services","5.282",92.7,0.32,3.91,NA
"2000-02",2000,"02","Charlottetown and Summerside, Prince Edward Island","All-items","6.2",93,0,0,NA
"2000-02",2000,"02","Charlottetown and Summerside, Prince Edward Island","Shelter","6.79",95.3,0.11,1.33,NA
"2000-02",2000,"02","Nova Scotia","All-items","7.2",94.3,0.86,10.82,NA
"2000-02",2000,"02","Nova Scotia","Food","7.3",93.6,-0.11,-1.31,NA
"2000-02",2000,"02","Nova Scotia","Shelter","7.79",97.4,3.07,43.74,NA
"2000-02",2000,"02","Nova Scotia","Clothing and footwear","7.139",99.9,-0.79,-9.08,NA
"2000-02",2000,"02","Nova Scotia","Transportation","7.176",93.5,0.65,8.08,NA
"2000-02",2000,"02","Nova Scotia","Health and personal care","7.201",96.2,0.21,2.55,NA
"2000-02",2000,"02","Nova Scotia","Recreation, education and reading","7.219",92,0.33,4.03,NA
"2000-02",2000,"02","Nova Scotia","Goods","7.274",96.1,1.26,16.21,NA
"2000-02",2000,"02","Nova Scotia","Services","7.282",92,0.33,4.03,NA
"2000-02",2000,"02","Halifax, Nova Scotia","All-items","8.2",94,0.64,7.96,NA
"2000-02",2000,"02","Halifax, Nova Scotia","Shelter","8.79",96,2.13,28.78,NA
"2000-02",2000,"02","New Brunswick","All-items","9.2",93.7,0.75,9.38,NA
"2000-02",2000,"02","New Brunswick","Food","9.3",93.3,-0.11,-1.31,NA
"2000-02",2000,"02","New Brunswick","Shelter","9.79",97.8,2.3,31.37,NA
"2000-02",2000,"02","New Brunswick","Clothing and footwear","9.139",97.3,0.31,3.78,NA
"2000-02",2000,"02","New Brunswick","Transportation","9.176",91.6,0.22,2.67,NA
"2000-02",2000,"02","New Brunswick","Health and personal care","9.201",96.8,0.73,9.12,NA
"2000-02",2000,"02","New Brunswick","Recreation, education and reading","9.219",93.2,0.87,10.95,NA
"2000-02",2000,"02","New Brunswick","Goods","9.274",94.7,0.85,10.69,NA
"2000-02",2000,"02","New Brunswick","Services","9.282",92.3,0.54,6.68,NA
"2000-02",2000,"02","Saint John, New Brunswick","All-items","10.2",93.9,0.75,9.38,NA
"2000-02",2000,"02","Saint John, New Brunswick","Shelter","10.79",98.1,1.98,26.53,NA
"2000-02",2000,"02","Quebec","All-items","11.2",94.8,0.74,9.25,NA
"2000-02",2000,"02","Quebec","Food","11.3",91.6,-0.22,-2.61,NA
"2000-02",2000,"02","Quebec","Shelter","11.79",96.5,1.37,17.74,NA
"2000-02",2000,"02","Quebec","Clothing and footwear","11.139",99.1,2.8,39.29,NA
"2000-02",2000,"02","Quebec","Transportation","11.176",97.6,1.46,19,NA
"2000-02",2000,"02","Quebec","Health and personal care","11.201",97.9,0.41,5.03,NA
"2000-02",2000,"02","Quebec","Recreation, education and reading","11.219",97.1,1.04,13.22,NA
"2000-02",2000,"02","Quebec","Goods","11.274",95.1,1.28,16.49,NA
"2000-02",2000,"02","Quebec","Services","11.282",94.5,0.21,2.55,NA
"2000-02",2000,"02","Québec, Quebec","All-items","12.2",94.9,0.74,9.25,NA
"2000-02",2000,"02","Québec, Quebec","Shelter","12.79",97,1.04,13.22,NA
"2000-02",2000,"02","Montréal, Quebec","All-items","13.2",94.7,0.74,9.25,NA
"2000-02",2000,"02","Montréal, Quebec","Shelter","13.79",96.1,1.16,14.84,NA
"2000-02",2000,"02","Ontario","All-items","14.2",93.9,0.75,9.38,NA
"2000-02",2000,"02","Ontario","Food","14.3",91.5,0.11,1.33,NA
"2000-02",2000,"02","Ontario","Shelter","14.79",92.8,0.76,9.51,NA
"2000-02",2000,"02","Ontario","Clothing and footwear","14.139",102.5,0.79,9.9,NA
"2000-02",2000,"02","Ontario","Transportation","14.176",96.7,1.15,14.71,NA
"2000-02",2000,"02","Ontario","Health and personal care","14.201",96.2,-0.1,-1.19,NA
"2000-02",2000,"02","Ontario","Recreation, education and reading","14.219",94.2,1.62,21.27,NA
"2000-02",2000,"02","Ontario","Goods","14.274",94.9,1.06,13.49,NA
"2000-02",2000,"02","Ontario","Services","14.282",93.1,0.65,8.08,NA
"2000-02",2000,"02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items","15.2",93.6,0.75,9.38,NA
"2000-02",2000,"02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter","15.79",91.7,0.66,8.21,NA
"2000-02",2000,"02","Toronto, Ontario","All-items","16.2",93.9,0.86,10.82,NA
"2000-02",2000,"02","Toronto, Ontario","Shelter","16.79",92.9,0.76,9.51,NA
"2000-02",2000,"02","Thunder Bay, Ontario","All-items","17.2",94.7,0.74,9.25,NA
"2000-02",2000,"02","Thunder Bay, Ontario","Shelter","17.79",95.4,0.32,3.91,NA
"2000-02",2000,"02","Manitoba","All-items","18.2",94.8,0.21,2.55,NA
"2000-02",2000,"02","Manitoba","Food","18.3",92,-0.86,-9.85,NA
"2000-02",2000,"02","Manitoba","Shelter","18.79",95.7,0.21,2.55,NA
"2000-02",2000,"02","Manitoba","Clothing and footwear","18.139",101.7,0.89,11.22,NA
"2000-02",2000,"02","Manitoba","Transportation","18.176",97.9,0.72,8.99,NA
"2000-02",2000,"02","Manitoba","Health and personal care","18.201",94.3,0.53,6.55,NA
"2000-02",2000,"02","Manitoba","Recreation, education and reading","18.219",97.7,0.93,11.75,NA
"2000-02",2000,"02","Manitoba","Goods","18.274",95,0,0,NA
"2000-02",2000,"02","Manitoba","Services","18.282",94.6,0.53,6.55,NA
"2000-02",2000,"02","Winnipeg, Manitoba","All-items","19.2",94.7,0.32,3.91,NA
"2000-02",2000,"02","Winnipeg, Manitoba","Shelter","19.79",95.3,0.32,3.91,NA
"2000-02",2000,"02","Saskatchewan","All-items","20.2",93,0.32,3.91,NA
"2000-02",2000,"02","Saskatchewan","Food","20.3",94.4,0,0,NA
"2000-02",2000,"02","Saskatchewan","Shelter","20.79",90.4,0.22,2.67,NA
"2000-02",2000,"02","Saskatchewan","Clothing and footwear","20.139",94.9,-0.84,-9.63,NA
"2000-02",2000,"02","Saskatchewan","Transportation","20.176",96.5,0.84,10.56,NA
"2000-02",2000,"02","Saskatchewan","Health and personal care","20.201",93.8,0.11,1.33,NA
"2000-02",2000,"02","Saskatchewan","Recreation, education and reading","20.219",92.3,0.65,8.08,NA
"2000-02",2000,"02","Saskatchewan","Goods","20.274",93,0.32,3.91,NA
"2000-02",2000,"02","Saskatchewan","Services","20.282",93,0.43,5.28,NA
"2000-02",2000,"02","Regina, Saskatchewan","All-items","21.2",93,0.22,2.67,NA
"2000-02",2000,"02","Regina, Saskatchewan","Shelter","21.79",91.1,0.22,2.67,NA
"2000-02",2000,"02","Saskatoon, Saskatchewan","All-items","22.2",93.1,0.32,3.91,NA
"2000-02",2000,"02","Saskatoon, Saskatchewan","Shelter","22.79",91,0.22,2.67,NA
"2000-02",2000,"02","Alberta","All-items","23.2",92.3,-0.11,-1.31,NA
"2000-02",2000,"02","Alberta","Food","23.3",91.3,0,0,NA
"2000-02",2000,"02","Alberta","Shelter","23.79",92.2,-1.39,-15.46,NA
"2000-02",2000,"02","Alberta","Clothing and footwear","23.139",98.1,0.41,5.03,NA
"2000-02",2000,"02","Alberta","Transportation","23.176",91.1,0.55,6.8,NA
"2000-02",2000,"02","Alberta","Health and personal care","23.201",96.2,0.73,9.12,NA
"2000-02",2000,"02","Alberta","Recreation, education and reading","23.219",94.4,0.75,9.38,NA
"2000-02",2000,"02","Alberta","Goods","23.274",92.8,-0.54,-6.29,NA
"2000-02",2000,"02","Alberta","Services","23.282",91.9,0.55,6.8,NA
"2000-02",2000,"02","Edmonton, Alberta","All-items","24.2",93,0,0,NA
"2000-02",2000,"02","Edmonton, Alberta","Shelter","24.79",94.8,-1.25,-14.01,NA
"2000-02",2000,"02","Calgary, Alberta","All-items","25.2",91.8,-0.11,-1.31,NA
"2000-02",2000,"02","Calgary, Alberta","Shelter","25.79",90.3,-1.42,-15.77,NA
"2000-02",2000,"02","British Columbia","All-items","26.2",94.6,0.21,2.55,NA
"2000-02",2000,"02","British Columbia","Food","26.3",92.5,-0.86,-9.85,NA
"2000-02",2000,"02","British Columbia","Shelter","26.79",96.7,0.1,1.21,NA
"2000-02",2000,"02","British Columbia","Clothing and footwear","26.139",98.5,-0.51,-5.95,NA
"2000-02",2000,"02","British Columbia","Transportation","26.176",93.1,0.11,1.33,NA
"2000-02",2000,"02","British Columbia","Health and personal care","26.201",94.3,0,0,NA
"2000-02",2000,"02","British Columbia","Recreation, education and reading","26.219",95.1,1.06,13.49,NA
"2000-02",2000,"02","British Columbia","Goods","26.274",94.4,-0.11,-1.31,NA
"2000-02",2000,"02","British Columbia","Services","26.282",94.8,0.42,5.16,NA
"2000-02",2000,"02","Vancouver, British Columbia","All-items","27.2",94.2,0.11,1.33,NA
"2000-02",2000,"02","Vancouver, British Columbia","Shelter","27.79",96.2,0.1,1.21,NA
"2000-02",2000,"02","Victoria, British Columbia","All-items","28.2",94.8,0.21,2.55,NA
"2000-02",2000,"02","Victoria, British Columbia","Shelter","28.79",97.7,0.21,2.55,NA
"2000-02",2000,"02","Whitehorse, Yukon","All-items","29.2",96,0.52,6.42,NA
"2000-02",2000,"02","Whitehorse, Yukon","Food","29.3",93.8,-0.32,-3.77,NA
"2000-02",2000,"02","Whitehorse, Yukon","Shelter","29.79",97.8,1.03,13.08,NA
"2000-02",2000,"02","Whitehorse, Yukon","Clothing and footwear","29.139",95.5,-1.04,-11.79,NA
"2000-02",2000,"02","Whitehorse, Yukon","Transportation","29.176",95.9,0.84,10.56,NA
"2000-02",2000,"02","Whitehorse, Yukon","Health and personal care","29.201",100.3,-0.1,-1.19,NA
"2000-02",2000,"02","Whitehorse, Yukon","Recreation, education and reading","29.219",96.7,1.15,14.71,NA
"2000-02",2000,"02","Whitehorse, Yukon","Goods","29.274",96.6,0.52,6.42,NA
"2000-02",2000,"02","Whitehorse, Yukon","Services","29.282",95.3,0.63,7.83,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","All-items","30.2",94.5,0.32,3.91,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Food","30.3",93.7,-1.16,-13.07,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Shelter","30.79",95.6,0.31,3.78,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Clothing and footwear","30.139",93.6,-0.21,-2.49,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Transportation","30.176",92.7,1.31,16.9,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Health and personal care","30.201",97.4,0,0,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Recreation, education and reading","30.219",97.8,0.72,8.99,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Goods","30.274",93.7,-0.21,-2.49,NA
"2000-02",2000,"02","Yellowknife, Northwest Territories","Services","30.282",95.1,0.63,7.83,NA
"2000-03",2000,"03","Canada","All-items","2.2",94.8,0.74,9.25,NA
"2000-03",2000,"03","Canada","Food","2.3",92.3,0.44,5.41,NA
"2000-03",2000,"03","Canada","Shelter","2.79",94.5,0.11,1.33,NA
"2000-03",2000,"03","Canada","Clothing and footwear","2.139",101.2,1,12.68,NA
"2000-03",2000,"03","Canada","Transportation","2.176",97.5,1.99,26.68,NA
"2000-03",2000,"03","Canada","Health and personal care","2.201",96.1,-0.1,-1.19,NA
"2000-03",2000,"03","Canada","Recreation, education and reading","2.219",95.6,0.74,9.25,NA
"2000-03",2000,"03","Canada","Goods","2.274",95.8,1.16,14.84,NA
"2000-03",2000,"03","Canada","Services","2.282",93.7,0.21,2.55,NA
"2000-03",2000,"03","Newfoundland and Labrador","All-items","3.2",96.4,0.42,5.16,NA
"2000-03",2000,"03","Newfoundland and Labrador","Food","3.3",94.7,-0.73,-8.42,NA
"2000-03",2000,"03","Newfoundland and Labrador","Shelter","3.79",98.2,0.31,3.78,NA
"2000-03",2000,"03","Newfoundland and Labrador","Clothing and footwear","3.139",102.3,0.2,2.43,NA
"2000-03",2000,"03","Newfoundland and Labrador","Transportation","3.176",95.2,1.82,24.16,NA
"2000-03",2000,"03","Newfoundland and Labrador","Health and personal care","3.201",96.5,-0.21,-2.49,NA
