"YearMonth","Year","Month","GEO","Products and product groups","COORDINATE","VALUE","MnthInf","AnnMnthInf","AnnInf"
"2014-07",2014,"07","Saskatchewan","Goods","20.274",115.2,-0.09,-1.07,2.58
"2014-07",2014,"07","Saskatchewan","Services","20.282",146.1,0.14,1.69,2.31
"2014-07",2014,"07","Regina, Saskatchewan","All-items","21.2",129.9,0,0,2.36
"2014-07",2014,"07","Regina, Saskatchewan","Shelter","21.79",157.1,0.83,10.43,3.49
"2014-07",2014,"07","Saskatoon, Saskatchewan","All-items","22.2",128.8,0,0,2.3
"2014-07",2014,"07","Saskatoon, Saskatchewan","Shelter","22.79",152.6,0.86,10.82,3.32
"2014-07",2014,"07","Alberta","All-items","23.2",132.9,0.45,5.54,2.55
"2014-07",2014,"07","Alberta","Food","23.3",135,0.3,3.66,2.74
"2014-07",2014,"07","Alberta","Shelter","23.79",163.4,2.64,36.71,4.08
"2014-07",2014,"07","Alberta","Clothing and footwear","23.139",92.6,-1.7,-18.6,0.54
"2014-07",2014,"07","Alberta","Transportation","23.176",131.3,-1.2,-13.49,2.18
"2014-07",2014,"07","Alberta","Health and personal care","23.201",128.8,0.31,3.78,1.74
"2014-07",2014,"07","Alberta","Recreation, education and reading","23.219",110.3,0,0,1.1
"2014-07",2014,"07","Alberta","Goods","23.274",115.4,0.61,7.57,2.12
"2014-07",2014,"07","Alberta","Services","23.282",152,0.2,2.43,2.91
"2014-07",2014,"07","Edmonton, Alberta","All-items","24.2",132.4,0.23,2.8,2.24
"2014-07",2014,"07","Edmonton, Alberta","Shelter","24.79",161.1,1.9,25.34,3.01
"2014-07",2014,"07","Calgary, Alberta","All-items","25.2",133.4,0.45,5.54,2.93
"2014-07",2014,"07","Calgary, Alberta","Shelter","25.79",163.8,2.82,39.61,5.54
"2014-07",2014,"07","British Columbia","All-items","26.2",119.6,-0.17,-2.02,1.44
"2014-07",2014,"07","British Columbia","Food","26.3",130.2,0.46,5.66,2.6
"2014-07",2014,"07","British Columbia","Shelter","26.79",114.5,0,0,1.15
"2014-07",2014,"07","British Columbia","Clothing and footwear","26.139",101,-0.1,-1.19,2.85
"2014-07",2014,"07","British Columbia","Transportation","26.176",129,-1.23,-13.8,0.78
"2014-07",2014,"07","British Columbia","Health and personal care","26.201",112.4,-0.44,-5.15,0.63
"2014-07",2014,"07","British Columbia","Recreation, education and reading","26.219",116.2,0.35,4.28,0.96
"2014-07",2014,"07","British Columbia","Goods","26.274",114.2,-0.52,-6.06,1.87
"2014-07",2014,"07","British Columbia","Services","26.282",124.2,0.16,1.94,1.06
"2014-07",2014,"07","Vancouver, British Columbia","All-items","27.2",121.2,-0.16,-1.9,1.59
"2014-07",2014,"07","Vancouver, British Columbia","Shelter","27.79",118,0,0,1.03
"2014-07",2014,"07","Victoria, British Columbia","All-items","28.2",118,-0.08,-0.96,1.37
"2014-07",2014,"07","Victoria, British Columbia","Shelter","28.79",110.7,-0.09,-1.07,0.82
"2014-07",2014,"07","Whitehorse, Yukon","All-items","29.2",125.2,-0.08,-0.96,0.97
"2014-07",2014,"07","Whitehorse, Yukon","Food","29.3",129.9,0,0,2.77
"2014-07",2014,"07","Whitehorse, Yukon","Shelter","29.79",147.2,-0.27,-3.19,1.87
"2014-07",2014,"07","Whitehorse, Yukon","Clothing and footwear","29.139",92.8,0.54,6.68,-1.49
"2014-07",2014,"07","Whitehorse, Yukon","Transportation","29.176",131.3,-0.15,-1.79,0.92
"2014-07",2014,"07","Whitehorse, Yukon","Health and personal care","29.201",119.1,-0.58,-6.74,2.41
"2014-07",2014,"07","Whitehorse, Yukon","Recreation, education and reading","29.219",97.6,0.1,1.21,-3.17
"2014-07",2014,"07","Whitehorse, Yukon","Goods","29.274",117.1,-0.34,-4,1.04
"2014-07",2014,"07","Whitehorse, Yukon","Services","29.282",134.6,0.22,2.67,0.98
"2014-07",2014,"07","Yellowknife, Northwest Territories","All-items","30.2",128.7,-0.08,-0.96,1.74
"2014-07",2014,"07","Yellowknife, Northwest Territories","Food","30.3",131.6,0.3,3.66,1.23
"2014-07",2014,"07","Yellowknife, Northwest Territories","Shelter","30.79",150.3,-0.2,-2.37,2.52
"2014-07",2014,"07","Yellowknife, Northwest Territories","Clothing and footwear","30.139",99.5,-0.6,-6.97,0.51
"2014-07",2014,"07","Yellowknife, Northwest Territories","Transportation","30.176",121.6,-0.73,-8.42,1.93
"2014-07",2014,"07","Yellowknife, Northwest Territories","Health and personal care","30.201",120.7,2.37,32.46,2.03
"2014-07",2014,"07","Yellowknife, Northwest Territories","Recreation, education and reading","30.219",104.5,0.77,9.64,0.87
"2014-07",2014,"07","Yellowknife, Northwest Territories","Goods","30.274",122,-0.25,-2.96,1.92
"2014-07",2014,"07","Yellowknife, Northwest Territories","Services","30.282",135.2,0.15,1.81,1.65
"2014-07",2014,"07","Iqaluit, Nunavut","All-items","31.2",118.9,0.17,2.06,1.19
"2014-08",2014,"08","Canada","All-items","2.2",125.7,0,0,2.11
"2014-08",2014,"08","Canada","Food","2.3",135.9,-0.44,-5.15,2.18
"2014-08",2014,"08","Canada","Shelter","2.79",132.4,-0.15,-1.79,2.8
"2014-08",2014,"08","Canada","Clothing and footwear","2.139",92.1,0.33,4.03,0.55
"2014-08",2014,"08","Canada","Transportation","2.176",130.8,-0.53,-6.18,1.24
"2014-08",2014,"08","Canada","Health and personal care","2.201",119.2,0.25,3.04,0.93
"2014-08",2014,"08","Canada","Recreation, education and reading","2.219",109.4,0.46,5.66,1.39
"2014-08",2014,"08","Canada","Goods","2.274",116.7,-0.34,-4,1.74
"2014-08",2014,"08","Canada","Services","2.282",134.7,0.37,4.53,2.36
"2014-08",2014,"08","Newfoundland and Labrador","All-items","3.2",129.1,0.16,1.94,2.46
"2014-08",2014,"08","Newfoundland and Labrador","Food","3.3",139.3,0.29,3.54,3.57
"2014-08",2014,"08","Newfoundland and Labrador","Shelter","3.79",150.1,0.07,0.84,1.9
"2014-08",2014,"08","Newfoundland and Labrador","Clothing and footwear","3.139",92.7,-0.11,-1.31,1.42
"2014-08",2014,"08","Newfoundland and Labrador","Transportation","3.176",129.6,-0.31,-3.66,2.37
"2014-08",2014,"08","Newfoundland and Labrador","Health and personal care","3.201",113.6,0.18,2.18,0.18
"2014-08",2014,"08","Newfoundland and Labrador","Recreation, education and reading","3.219",107.2,0.47,5.79,1.9
"2014-08",2014,"08","Newfoundland and Labrador","Goods","3.274",122.9,0,0,2.42
"2014-08",2014,"08","Newfoundland and Labrador","Services","3.282",138.5,0.44,5.41,2.52
"2014-08",2014,"08","St. John's, Newfoundland and Labrador","All-items","4.2",128.9,0.16,1.94,2.46
"2014-08",2014,"08","St. John's, Newfoundland and Labrador","Shelter","4.79",147,0,0,2.01
"2014-08",2014,"08","Prince Edward Island","All-items","5.2",130.2,-0.15,-1.79,1.24
"2014-08",2014,"08","Prince Edward Island","Food","5.3",141.6,-0.07,-0.84,1.72
"2014-08",2014,"08","Prince Edward Island","Shelter","5.79",134.1,-0.74,-8.53,0.68
"2014-08",2014,"08","Prince Edward Island","Clothing and footwear","5.139",101.3,-2.13,-22.77,-3.15
"2014-08",2014,"08","Prince Edward Island","Transportation","5.176",133.5,-0.45,-5.27,0.91
"2014-08",2014,"08","Prince Edward Island","Health and personal care","5.201",116.5,0.69,8.6,0.26
"2014-08",2014,"08","Prince Edward Island","Recreation, education and reading","5.219",112.9,0.44,5.41,3.39
"2014-08",2014,"08","Prince Edward Island","Goods","5.274",132.2,-0.75,-8.64,0.61
"2014-08",2014,"08","Prince Edward Island","Services","5.282",127.6,0.47,5.79,1.92
"2014-08",2014,"08","Charlottetown and Summerside, Prince Edward Island","All-items","6.2",129.4,-0.15,-1.79,1.25
"2014-08",2014,"08","Charlottetown and Summerside, Prince Edward Island","Shelter","6.79",130.7,-0.61,-7.08,0.62
"2014-08",2014,"08","Nova Scotia","All-items","7.2",129,0.08,0.96,1.9
"2014-08",2014,"08","Nova Scotia","Food","7.3",141.9,-0.35,-4.12,1.5
"2014-08",2014,"08","Nova Scotia","Shelter","7.79",141.1,-0.21,-2.49,2.25
"2014-08",2014,"08","Nova Scotia","Clothing and footwear","7.139",96.1,1.37,17.74,4.34
"2014-08",2014,"08","Nova Scotia","Transportation","7.176",125.7,-0.48,-5.61,0.96
"2014-08",2014,"08","Nova Scotia","Health and personal care","7.201",116.6,0,0,1.48
"2014-08",2014,"08","Nova Scotia","Recreation, education and reading","7.219",111.7,0.54,6.68,2.2
"2014-08",2014,"08","Nova Scotia","Goods","7.274",127,-0.08,-0.96,1.84
"2014-08",2014,"08","Nova Scotia","Services","7.282",131.5,0.38,4.66,2.1
"2014-08",2014,"08","Halifax, Nova Scotia","All-items","8.2",127.7,0.16,1.94,2
"2014-08",2014,"08","Halifax, Nova Scotia","Shelter","8.79",135.3,-0.15,-1.79,2.11
"2014-08",2014,"08","New Brunswick","All-items","9.2",124.9,0.08,0.96,1.54
"2014-08",2014,"08","New Brunswick","Food","9.3",141.6,0.21,2.55,1.43
"2014-08",2014,"08","New Brunswick","Shelter","9.79",128.9,-0.15,-1.79,2.06
"2014-08",2014,"08","New Brunswick","Clothing and footwear","9.139",93.5,-1.27,-14.22,-2.6
"2014-08",2014,"08","New Brunswick","Transportation","9.176",124.4,-0.48,-5.61,1.22
"2014-08",2014,"08","New Brunswick","Health and personal care","9.201",109.7,0.09,1.09,0.55
"2014-08",2014,"08","New Brunswick","Recreation, education and reading","9.219",111.1,0.73,9.12,2.02
"2014-08",2014,"08","New Brunswick","Goods","9.274",121.3,-0.25,-2.96,1
"2014-08",2014,"08","New Brunswick","Services","9.282",129.6,0.47,5.79,2.37
"2014-08",2014,"08","Saint John, New Brunswick","All-items","10.2",124.7,0,0,1.46
"2014-08",2014,"08","Saint John, New Brunswick","Shelter","10.79",131,-0.15,-1.79,1.71
"2014-08",2014,"08","Quebec","All-items","11.2",123.8,0.08,0.96,1.56
"2014-08",2014,"08","Quebec","Food","11.3",136.9,-0.8,-9.19,2.24
"2014-08",2014,"08","Quebec","Shelter","11.79",128.1,0,0,1.59
"2014-08",2014,"08","Quebec","Clothing and footwear","11.139",88.5,1.61,21.13,-1.34
"2014-08",2014,"08","Quebec","Transportation","11.176",130.7,-0.76,-8.75,0.77
"2014-08",2014,"08","Quebec","Health and personal care","11.201",119.6,-0.08,-0.96,0.59
"2014-08",2014,"08","Quebec","Recreation, education and reading","11.219",100.5,0.8,10.03,0.7
"2014-08",2014,"08","Quebec","Goods","11.274",117.8,-0.34,-4,0.86
"2014-08",2014,"08","Quebec","Services","11.282",130.7,0.54,6.68,2.43
"2014-08",2014,"08","Québec, Quebec","All-items","12.2",124,0.16,1.94,1.64
"2014-08",2014,"08","Québec, Quebec","Shelter","12.79",128.7,0.16,1.94,1.5
"2014-08",2014,"08","Montréal, Quebec","All-items","13.2",123.7,0.16,1.94,1.81
"2014-08",2014,"08","Montréal, Quebec","Shelter","13.79",126.9,0,0,1.44
"2014-08",2014,"08","Ontario","All-items","14.2",126.5,0,0,2.51
"2014-08",2014,"08","Ontario","Food","14.3",136.7,-0.58,-6.74,2.4
"2014-08",2014,"08","Ontario","Shelter","14.79",132.1,0,0,3.85
"2014-08",2014,"08","Ontario","Clothing and footwear","14.139",91.2,0.33,4.03,2.36
"2014-08",2014,"08","Ontario","Transportation","14.176",132.9,-0.75,-8.64,0.83
"2014-08",2014,"08","Ontario","Health and personal care","14.201",120.6,0.67,8.34,1.34
"2014-08",2014,"08","Ontario","Recreation, education and reading","14.219",110.6,0.27,3.29,1.56
"2014-08",2014,"08","Ontario","Goods","14.274",116.5,-0.34,-4,2.64
"2014-08",2014,"08","Ontario","Services","14.282",135.5,0.37,4.53,2.5
"2014-08",2014,"08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items","15.2",125.9,0,0,2.19
"2014-08",2014,"08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter","15.79",132.4,-0.08,-0.96,2.4
"2014-08",2014,"08","Toronto, Ontario","All-items","16.2",126.9,0,0,2.59
"2014-08",2014,"08","Toronto, Ontario","Shelter","16.79",132.3,-0.08,-0.96,4.01
"2014-08",2014,"08","Thunder Bay, Ontario","All-items","17.2",121.6,-0.08,-0.96,2.44
"2014-08",2014,"08","Thunder Bay, Ontario","Shelter","17.79",114.3,-0.17,-2.02,3.63
"2014-08",2014,"08","Manitoba","All-items","18.2",125.6,-0.16,-1.9,1.45
"2014-08",2014,"08","Manitoba","Food","18.3",137.1,-0.44,-5.15,1.86
"2014-08",2014,"08","Manitoba","Shelter","18.79",135.6,-0.07,-0.84,2.88
"2014-08",2014,"08","Manitoba","Clothing and footwear","18.139",92.8,-1.07,-12.11,-0.85
"2014-08",2014,"08","Manitoba","Transportation","18.176",128,0.08,0.96,1.11
"2014-08",2014,"08","Manitoba","Health and personal care","18.201",112.8,0.18,2.18,0.09
"2014-08",2014,"08","Manitoba","Recreation, education and reading","18.219",107.6,-0.37,-4.35,0.19
"2014-08",2014,"08","Manitoba","Goods","18.274",116.6,-0.26,-3.08,0.87
"2014-08",2014,"08","Manitoba","Services","18.282",135.5,0,0,2.03
"2014-08",2014,"08","Winnipeg, Manitoba","All-items","19.2",125.2,-0.16,-1.9,1.46
"2014-08",2014,"08","Winnipeg, Manitoba","Shelter","19.79",134.2,-0.07,-0.84,2.91
"2014-08",2014,"08","Saskatchewan","All-items","20.2",129.1,0.08,0.96,2.7
"2014-08",2014,"08","Saskatchewan","Food","20.3",138.7,-0.07,-0.84,2.44
"2014-08",2014,"08","Saskatchewan","Shelter","20.79",155,0,0,3.75
"2014-08",2014,"08","Saskatchewan","Clothing and footwear","20.139",96.2,0.94,11.88,1.26
"2014-08",2014,"08","Saskatchewan","Transportation","20.176",122.9,0.41,5.03,3.54
"2014-08",2014,"08","Saskatchewan","Health and personal care","20.201",118.3,-0.17,-2.02,1.46
"2014-08",2014,"08","Saskatchewan","Recreation, education and reading","20.219",110.1,0,0,1.85
"2014-08",2014,"08","Saskatchewan","Goods","20.274",115.5,0.26,3.17,3.22
"2014-08",2014,"08","Saskatchewan","Services","20.282",146.1,0,0,2.17
"2014-08",2014,"08","Regina, Saskatchewan","All-items","21.2",130.1,0.15,1.81,2.68
"2014-08",2014,"08","Regina, Saskatchewan","Shelter","21.79",157.1,0,0,3.42
"2014-08",2014,"08","Saskatoon, Saskatchewan","All-items","22.2",129,0.16,1.94,2.63
"2014-08",2014,"08","Saskatoon, Saskatchewan","Shelter","22.79",152.5,-0.07,-0.84,3.18
"2014-08",2014,"08","Alberta","All-items","23.2",132.7,-0.15,-1.79,2.55
"2014-08",2014,"08","Alberta","Food","23.3",135.1,0.07,0.84,2.19
"2014-08",2014,"08","Alberta","Shelter","23.79",162.2,-0.73,-8.42,3.58
"2014-08",2014,"08","Alberta","Clothing and footwear","23.139",92.5,-0.11,-1.31,0.22
"2014-08",2014,"08","Alberta","Transportation","23.176",131.3,0,0,3.14
"2014-08",2014,"08","Alberta","Health and personal care","23.201",128.2,-0.47,-5.5,1.1
"2014-08",2014,"08","Alberta","Recreation, education and reading","23.219",110.8,0.45,5.54,1.56
"2014-08",2014,"08","Alberta","Goods","23.274",114.8,-0.52,-6.06,2.04
"2014-08",2014,"08","Alberta","Services","23.282",152.4,0.26,3.17,3.11
"2014-08",2014,"08","Edmonton, Alberta","All-items","24.2",132.2,-0.15,-1.79,2.16
"2014-08",2014,"08","Edmonton, Alberta","Shelter","24.79",159.5,-0.99,-11.25,1.79
"2014-08",2014,"08","Calgary, Alberta","All-items","25.2",133.4,0,0,3.17
"2014-08",2014,"08","Calgary, Alberta","Shelter","25.79",163.1,-0.43,-5.04,5.57
"2014-08",2014,"08","British Columbia","All-items","26.2",119.6,0,0,1.36
"2014-08",2014,"08","British Columbia","Food","26.3",129.9,-0.23,-2.73,1.72
"2014-08",2014,"08","British Columbia","Shelter","26.79",114.4,-0.09,-1.07,0.97
"2014-08",2014,"08","British Columbia","Clothing and footwear","26.139",99.5,-1.49,-16.49,-1.49
"2014-08",2014,"08","British Columbia","Transportation","26.176",128.5,-0.39,-4.58,0.94
"2014-08",2014,"08","British Columbia","Health and personal care","26.201",112.8,0.36,4.41,0.45
"2014-08",2014,"08","British Columbia","Recreation, education and reading","26.219",117,0.69,8.6,1.39
"2014-08",2014,"08","British Columbia","Goods","26.274",113.8,-0.35,-4.12,1.16
"2014-08",2014,"08","British Columbia","Services","26.282",124.6,0.32,3.91,1.47
"2014-08",2014,"08","Vancouver, British Columbia","All-items","27.2",121.2,0,0,1.42
"2014-08",2014,"08","Vancouver, British Columbia","Shelter","27.79",117.9,-0.08,-0.96,0.86
"2014-08",2014,"08","Victoria, British Columbia","All-items","28.2",118,0,0,1.29
"2014-08",2014,"08","Victoria, British Columbia","Shelter","28.79",110.7,0,0,0.91
"2014-08",2014,"08","Whitehorse, Yukon","All-items","29.2",125.1,-0.08,-0.96,0.81
"2014-08",2014,"08","Whitehorse, Yukon","Food","29.3",130.3,0.31,3.78,3.09
"2014-08",2014,"08","Whitehorse, Yukon","Shelter","29.79",147.4,0.14,1.69,1.94
"2014-08",2014,"08","Whitehorse, Yukon","Clothing and footwear","29.139",91.1,-1.83,-19.88,-3.9
"2014-08",2014,"08","Whitehorse, Yukon","Transportation","29.176",130,-0.99,-11.25,0.23
"2014-08",2014,"08","Whitehorse, Yukon","Health and personal care","29.201",118.1,-0.84,-9.63,1.11
"2014-08",2014,"08","Whitehorse, Yukon","Recreation, education and reading","29.219",98.9,1.33,17.18,-2.66
"2014-08",2014,"08","Whitehorse, Yukon","Goods","29.274",116.7,-0.34,-4,0.6
"2014-08",2014,"08","Whitehorse, Yukon","Services","29.282",134.9,0.22,2.67,1.12
"2014-08",2014,"08","Yellowknife, Northwest Territories","All-items","30.2",129,0.23,2.8,1.9
"2014-08",2014,"08","Yellowknife, Northwest Territories","Food","30.3",132.2,0.46,5.66,1.07
"2014-08",2014,"08","Yellowknife, Northwest Territories","Shelter","30.79",150.6,0.2,2.43,2.8
"2014-08",2014,"08","Yellowknife, Northwest Territories","Clothing and footwear","30.139",99.9,0.4,4.91,0.2
"2014-08",2014,"08","Yellowknife, Northwest Territories","Transportation","30.176",122.3,0.58,7.19,2.69
"2014-08",2014,"08","Yellowknife, Northwest Territories","Health and personal care","30.201",119,-1.41,-15.67,1.36
"2014-08",2014,"08","Yellowknife, Northwest Territories","Recreation, education and reading","30.219",104.6,0.1,1.21,1.06
"2014-08",2014,"08","Yellowknife, Northwest Territories","Goods","30.274",122.4,0.33,4.03,2.09
"2014-08",2014,"08","Yellowknife, Northwest Territories","Services","30.282",135.3,0.07,0.84,1.65
"2014-08",2014,"08","Iqaluit, Nunavut","All-items","31.2",119,0.08,0.96,1.28
"2014-09",2014,"09","Canada","All-items","2.2",125.8,0.08,0.96,2.03
"2014-09",2014,"09","Canada","Food","2.3",135.5,-0.29,-3.43,2.73
"2014-09",2014,"09","Canada","Shelter","2.79",132.5,0.08,0.96,2.71
"2014-09",2014,"09","Canada","Clothing and footwear","2.139",95.6,3.8,56.45,2.03
"2014-09",2014,"09","Canada","Transportation","2.176",130,-0.61,-7.08,0.54
"2014-09",2014,"09","Canada","Health and personal care","2.201",119.3,0.08,0.96,0.76
"2014-09",2014,"09","Canada","Recreation, education and reading","2.219",109.6,0.18,2.18,1.58
"2014-09",2014,"09","Canada","Goods","2.274",116.9,0.17,2.06,1.83
"2014-09",2014,"09","Canada","Services","2.282",134.8,0.07,0.84,2.35
"2014-09",2014,"09","Newfoundland and Labrador","All-items","3.2",129.1,0,0,1.97
"2014-09",2014,"09","Newfoundland and Labrador","Food","3.3",138.4,-0.65,-7.53,3.75
"2014-09",2014,"09","Newfoundland and Labrador","Shelter","3.79",150,-0.07,-0.84,1.42
"2014-09",2014,"09","Newfoundland and Labrador","Clothing and footwear","3.139",96.5,4.1,61.96,0.42
"2014-09",2014,"09","Newfoundland and Labrador","Transportation","3.176",128.8,-0.62,-7.19,1.02
"2014-09",2014,"09","Newfoundland and Labrador","Health and personal care","3.201",113.5,-0.09,-1.07,0
"2014-09",2014,"09","Newfoundland and Labrador","Recreation, education and reading","3.219",106.2,-0.93,-10.61,1.24
"2014-09",2014,"09","Newfoundland and Labrador","Goods","3.274",122.8,-0.08,-0.96,1.49
"2014-09",2014,"09","Newfoundland and Labrador","Services","3.282",138.5,0,0,2.44
"2014-09",2014,"09","St. John's, Newfoundland and Labrador","All-items","4.2",128.8,-0.08,-0.96,1.9
"2014-09",2014,"09","St. John's, Newfoundland and Labrador","Shelter","4.79",147,0,0,1.73
"2014-09",2014,"09","Prince Edward Island","All-items","5.2",130.5,0.23,2.8,1.16
"2014-09",2014,"09","Prince Edward Island","Food","5.3",141.8,0.14,1.69,3.43
"2014-09",2014,"09","Prince Edward Island","Shelter","5.79",134.3,0.15,1.81,0.07
"2014-09",2014,"09","Prince Edward Island","Clothing and footwear","5.139",105.7,4.34,66.5,-0.84
"2014-09",2014,"09","Prince Edward Island","Transportation","5.176",132.5,-0.75,-8.64,-0.3
"2014-09",2014,"09","Prince Edward Island","Health and personal care","5.201",117.5,0.86,10.82,0.69
"2014-09",2014,"09","Prince Edward Island","Recreation, education and reading","5.219",112.3,-0.53,-6.18,1.91
"2014-09",2014,"09","Prince Edward Island","Goods","5.274",132.6,0.3,3.66,0.45
"2014-09",2014,"09","Prince Edward Island","Services","5.282",127.9,0.24,2.92,1.99
"2014-09",2014,"09","Charlottetown and Summerside, Prince Edward Island","All-items","6.2",129.7,0.23,2.8,1.09
"2014-09",2014,"09","Charlottetown and Summerside, Prince Edward Island","Shelter","6.79",130.9,0.15,1.81,0.08
"2014-09",2014,"09","Nova Scotia","All-items","7.2",129.5,0.39,4.78,1.73
"2014-09",2014,"09","Nova Scotia","Food","7.3",142.5,0.42,5.16,2.44
"2014-09",2014,"09","Nova Scotia","Shelter","7.79",141,-0.07,-0.84,2.03
"2014-09",2014,"09","Nova Scotia","Clothing and footwear","7.139",101.3,5.41,88.18,3.05
"2014-09",2014,"09","Nova Scotia","Transportation","7.176",125.2,-0.4,-4.7,0.08
"2014-09",2014,"09","Nova Scotia","Health and personal care","7.201",116.8,0.17,2.06,1.39
"2014-09",2014,"09","Nova Scotia","Recreation, education and reading","7.219",111.1,-0.54,-6.29,1.28
"2014-09",2014,"09","Nova Scotia","Goods","7.274",127.7,0.55,6.8,1.43
"2014-09",2014,"09","Nova Scotia","Services","7.282",131.6,0.08,0.96,2.02
"2014-09",2014,"09","Halifax, Nova Scotia","All-items","8.2",128.2,0.39,4.78,1.75
"2014-09",2014,"09","Halifax, Nova Scotia","Shelter","8.79",135.3,0,0,1.96
"2014-09",2014,"09","New Brunswick","All-items","9.2",125.2,0.24,2.92,1.38
"2014-09",2014,"09","New Brunswick","Food","9.3",142.2,0.42,5.16,3.8
"2014-09",2014,"09","New Brunswick","Shelter","9.79",129,0.08,0.96,1.74
"2014-09",2014,"09","New Brunswick","Clothing and footwear","9.139",98.5,5.35,86.9,-2.09
"2014-09",2014,"09","New Brunswick","Transportation","9.176",123.9,-0.4,-4.7,0
"2014-09",2014,"09","New Brunswick","Health and personal care","9.201",109.7,0,0,0.46
"2014-09",2014,"09","New Brunswick","Recreation, education and reading","9.219",110.3,-0.72,-8.31,1.19
"2014-09",2014,"09","New Brunswick","Goods","9.274",122,0.58,7.19,0.91
"2014-09",2014,"09","New Brunswick","Services","9.282",129.5,-0.08,-0.96,2.13
"2014-09",2014,"09","Saint John, New Brunswick","All-items","10.2",125.1,0.32,3.91,1.3
"2014-09",2014,"09","Saint John, New Brunswick","Shelter","10.79",131.2,0.15,1.81,1.47
"2014-09",2014,"09","Quebec","All-items","11.2",123.9,0.08,0.96,1.56
"2014-09",2014,"09","Quebec","Food","11.3",136.6,-0.22,-2.61,2.48
"2014-09",2014,"09","Quebec","Shelter","11.79",128.1,0,0,1.43
"2014-09",2014,"09","Quebec","Clothing and footwear","11.139",92.5,4.52,69.98,0.54
"2014-09",2014,"09","Quebec","Transportation","11.176",130.1,-0.46,-5.38,0.08
"2014-09",2014,"09","Quebec","Health and personal care","11.201",119.5,-0.08,-0.96,0.5
"2014-09",2014,"09","Quebec","Recreation, education and reading","11.219",99.9,-0.6,-6.97,1.32
"2014-09",2014,"09","Quebec","Goods","11.274",118.1,0.25,3.04,0.77
"2014-09",2014,"09","Quebec","Services","11.282",130.5,-0.15,-1.79,2.43
"2014-09",2014,"09","Québec, Quebec","All-items","12.2",124.1,0.08,0.96,1.55
"2014-09",2014,"09","Québec, Quebec","Shelter","12.79",128.7,0,0,1.5
"2014-09",2014,"09","Montréal, Quebec","All-items","13.2",123.8,0.08,0.96,1.89
"2014-09",2014,"09","Montréal, Quebec","Shelter","13.79",126.9,0,0,1.28
"2014-09",2014,"09","Ontario","All-items","14.2",126.7,0.16,1.94,2.59
"2014-09",2014,"09","Ontario","Food","14.3",136,-0.51,-5.95,3.26
"2014-09",2014,"09","Ontario","Shelter","14.79",132.1,0,0,3.69
"2014-09",2014,"09","Ontario","Clothing and footwear","14.139",94,3.07,43.74,4.68
"2014-09",2014,"09","Ontario","Transportation","14.176",131.8,-0.83,-9.52,0
"2014-09",2014,"09","Ontario","Health and personal care","14.201",120.7,0.08,0.96,0.92
"2014-09",2014,"09","Ontario","Recreation, education and reading","14.219",112.3,1.54,20.13,1.81
"2014-09",2014,"09","Ontario","Goods","14.274",116.5,0,0,2.82
"2014-09",2014,"09","Ontario","Services","14.282",135.8,0.22,2.67,2.41
"2014-09",2014,"09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items","15.2",126.1,0.16,1.94,2.27
"2014-09",2014,"09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter","15.79",132.3,-0.08,-0.96,2.24
"2014-09",2014,"09","Toronto, Ontario","All-items","16.2",127.2,0.24,2.92,2.75
"2014-09",2014,"09","Toronto, Ontario","Shelter","16.79",132.4,0.08,0.96,4.01
"2014-09",2014,"09","Thunder Bay, Ontario","All-items","17.2",121.6,0,0,2.53
"2014-09",2014,"09","Thunder Bay, Ontario","Shelter","17.79",114.2,-0.09,-1.07,3.44
"2014-09",2014,"09","Manitoba","All-items","18.2",125.8,0.16,1.94,1.45
"2014-09",2014,"09","Manitoba","Food","18.3",136.7,-0.29,-3.43,2.09
"2014-09",2014,"09","Manitoba","Shelter","18.79",135.6,0,0,2.65
"2014-09",2014,"09","Manitoba","Clothing and footwear","18.139",97.3,4.85,76.53,1.46
"2014-09",2014,"09","Manitoba","Transportation","18.176",127,-0.78,-8.97,0.16
"2014-09",2014,"09","Manitoba","Health and personal care","18.201",112.9,0.09,1.09,0.53
"2014-09",2014,"09","Manitoba","Recreation, education and reading","18.219",107.7,0.09,1.09,-0.37
"2014-09",2014,"09","Manitoba","Goods","18.274",116.8,0.17,2.06,0.86
"2014-09",2014,"09","Manitoba","Services","18.282",135.7,0.15,1.81,2.03
"2014-09",2014,"09","Winnipeg, Manitoba","All-items","19.2",125.4,0.16,1.94,1.46
"2014-09",2014,"09","Winnipeg, Manitoba","Shelter","19.79",134.2,0,0,2.76
"2014-09",2014,"09","Saskatchewan","All-items","20.2",129.2,0.08,0.96,2.22
"2014-09",2014,"09","Saskatchewan","Food","20.3",137.9,-0.58,-6.74,2.07
"2014-09",2014,"09","Saskatchewan","Shelter","20.79",155.2,0.13,1.57,3.6
"2014-09",2014,"09","Saskatchewan","Clothing and footwear","20.139",97.9,1.77,23.43,0.72
"2014-09",2014,"09","Saskatchewan","Transportation","20.176",123,0.08,0.96,2.16
"2014-09",2014,"09","Saskatchewan","Health and personal care","20.201",118.3,0,0,1.46
"2014-09",2014,"09","Saskatchewan","Recreation, education and reading","20.219",110.5,0.36,4.41,1.66
