"DATE","Year","Month","GEO","Electric power, components","VALUE"
2012-12-01,2012,12,"Ontario","Total firm deliveries",936333
2012-12-01,2012,12,"Ontario","Firm deliveries to the United States",516031
2012-12-01,2012,12,"Ontario","Total non-firm deliveries",812695
2012-12-01,2012,12,"Ontario","Non-firm deliveries to other provinces",151224
2012-12-01,2012,12,"Ontario","Non-firm deliveries to the United States",661471
2012-12-01,2012,12,"Ontario","Total other deliveries",NA
2012-12-01,2012,12,"Ontario","Other deliveries to the United States",NA
2012-12-01,2012,12,"Ontario","Total electricity available for use within specific geographic border",11364393
2012-12-01,2012,12,"Manitoba","Total generation",2877872
2012-12-01,2012,12,"Manitoba","Total receipts",154813
2012-12-01,2012,12,"Manitoba","Receipts from other provinces",20923
2012-12-01,2012,12,"Manitoba","Purchased receipts from the United States",133890
2012-12-01,2012,12,"Manitoba","Other receipts from the United States",NA
2012-12-01,2012,12,"Manitoba","Total deliveries",390253
2012-12-01,2012,12,"Manitoba","Deliveries to other provinces",113760
2012-12-01,2012,12,"Manitoba","Deliveries to the United States",276493
2012-12-01,2012,12,"Manitoba","Total firm deliveries",215871
2012-12-01,2012,12,"Manitoba","Firm deliveries to other provinces",24101
2012-12-01,2012,12,"Manitoba","Firm deliveries to the United States",191770
2012-12-01,2012,12,"Manitoba","Total non-firm deliveries",174382
2012-12-01,2012,12,"Manitoba","Non-firm deliveries to other provinces",89659
2012-12-01,2012,12,"Manitoba","Non-firm deliveries to the United States",84723
2012-12-01,2012,12,"Manitoba","Total other deliveries",NA
2012-12-01,2012,12,"Manitoba","Other deliveries to the United States",NA
2012-12-01,2012,12,"Manitoba","Total electricity available for use within specific geographic border",2642432
2012-12-01,2012,12,"Saskatchewan","Total generation",2091820
2012-12-01,2012,12,"Saskatchewan","Total receipts",80730
2012-12-01,2012,12,"Saskatchewan","Receipts from other provinces",68527
2012-12-01,2012,12,"Saskatchewan","Purchased receipts from the United States",12203
2012-12-01,2012,12,"Saskatchewan","Other receipts from the United States",NA
2012-12-01,2012,12,"Saskatchewan","Total deliveries",34785
2012-12-01,2012,12,"Saskatchewan","Deliveries to other provinces",34785
2012-12-01,2012,12,"Saskatchewan","Deliveries to the United States",0
2012-12-01,2012,12,"Saskatchewan","Total firm deliveries",34785
2012-12-01,2012,12,"Saskatchewan","Firm deliveries to other provinces",34785
2012-12-01,2012,12,"Saskatchewan","Firm deliveries to the United States",NA
2012-12-01,2012,12,"Saskatchewan","Total non-firm deliveries",0
2012-12-01,2012,12,"Saskatchewan","Non-firm deliveries to other provinces",NA
2012-12-01,2012,12,"Saskatchewan","Non-firm deliveries to the United States",0
2012-12-01,2012,12,"Saskatchewan","Total other deliveries",NA
2012-12-01,2012,12,"Saskatchewan","Other deliveries to the United States",NA
2012-12-01,2012,12,"Saskatchewan","Total electricity available for use within specific geographic border",2137765
2012-12-01,2012,12,"Alberta","Total generation",5809796
2012-12-01,2012,12,"Alberta","Total receipts",306965
2012-12-01,2012,12,"Alberta","Receipts from other provinces",271475
2012-12-01,2012,12,"Alberta","Purchased receipts from the United States",35490
2012-12-01,2012,12,"Alberta","Total deliveries",12303
2012-12-01,2012,12,"Alberta","Deliveries to other provinces",7826
2012-12-01,2012,12,"Alberta","Deliveries to the United States",4477
2012-12-01,2012,12,"Alberta","Total firm deliveries",2976
2012-12-01,2012,12,"Alberta","Firm deliveries to other provinces",NA
2012-12-01,2012,12,"Alberta","Firm deliveries to the United States",2976
2012-12-01,2012,12,"Alberta","Total non-firm deliveries",9327
2012-12-01,2012,12,"Alberta","Non-firm deliveries to other provinces",7826
2012-12-01,2012,12,"Alberta","Non-firm deliveries to the United States",1501
2012-12-01,2012,12,"Alberta","Total electricity available for use within specific geographic border",6104458
2012-12-01,2012,12,"British Columbia","Total generation",6297226
2012-12-01,2012,12,"British Columbia","Total receipts",762262
2012-12-01,2012,12,"British Columbia","Receipts from other provinces",6776
2012-12-01,2012,12,"British Columbia","Purchased receipts from the United States",755486
2012-12-01,2012,12,"British Columbia","Other receipts from the United States",NA
2012-12-01,2012,12,"British Columbia","Total deliveries",722295
2012-12-01,2012,12,"British Columbia","Deliveries to other provinces",236690
2012-12-01,2012,12,"British Columbia","Deliveries to the United States",485605
2012-12-01,2012,12,"British Columbia","Total firm deliveries",98
2012-12-01,2012,12,"British Columbia","Firm deliveries to other provinces",NA
2012-12-01,2012,12,"British Columbia","Firm deliveries to the United States",98
2012-12-01,2012,12,"British Columbia","Total non-firm deliveries",722197
2012-12-01,2012,12,"British Columbia","Non-firm deliveries to other provinces",236690
2012-12-01,2012,12,"British Columbia","Non-firm deliveries to the United States",485507
2012-12-01,2012,12,"British Columbia","Total other deliveries",NA
2012-12-01,2012,12,"British Columbia","Other deliveries to the United States",NA
2012-12-01,2012,12,"British Columbia","Total electricity available for use within specific geographic border",6337193
2012-12-01,2012,12,"Yukon","Total generation",54617
2012-12-01,2012,12,"Yukon","Total electricity available for use within specific geographic border",54617
2012-12-01,2012,12,"Northwest Territories","Total generation",60855
2012-12-01,2012,12,"Northwest Territories","Total electricity available for use within specific geographic border",60855
2012-12-01,2012,12,"Nunavut","Total generation",16672
2012-12-01,2012,12,"Nunavut","Total electricity available for use within specific geographic border",16672
2013-01-01,2013,1,"Canada","Total generation",59931424
2013-01-01,2013,1,"Canada","Total receipts",981973
2013-01-01,2013,1,"Canada","Purchased receipts from the United States",981973
2013-01-01,2013,1,"Canada","Other receipts from the United States",NA
2013-01-01,2013,1,"Canada","Total deliveries",4829242
2013-01-01,2013,1,"Canada","Deliveries to the United States",4829242
2013-01-01,2013,1,"Canada","Total firm deliveries",1221823
2013-01-01,2013,1,"Canada","Firm deliveries to the United States",1221823
2013-01-01,2013,1,"Canada","Total non-firm deliveries",3607419
2013-01-01,2013,1,"Canada","Non-firm deliveries to the United States",3607419
2013-01-01,2013,1,"Canada","Total other deliveries",NA
2013-01-01,2013,1,"Canada","Other deliveries to the United States",NA
2013-01-01,2013,1,"Canada","Total electricity available for use within specific geographic border",56084155
2013-01-01,2013,1,"Newfoundland and Labrador","Total generation",4860999
2013-01-01,2013,1,"Newfoundland and Labrador","Total receipts",2975
2013-01-01,2013,1,"Newfoundland and Labrador","Receipts from other provinces",2975
2013-01-01,2013,1,"Newfoundland and Labrador","Total deliveries",3538740
2013-01-01,2013,1,"Newfoundland and Labrador","Deliveries to other provinces",3538740
2013-01-01,2013,1,"Newfoundland and Labrador","Total firm deliveries",3538740
2013-01-01,2013,1,"Newfoundland and Labrador","Firm deliveries to other provinces",3538740
2013-01-01,2013,1,"Newfoundland and Labrador","Total non-firm deliveries",NA
2013-01-01,2013,1,"Newfoundland and Labrador","Non-firm deliveries to other provinces",NA
2013-01-01,2013,1,"Newfoundland and Labrador","Total electricity available for use within specific geographic border",1325234
2013-01-01,2013,1,"Prince Edward Island","Total generation",19882
2013-01-01,2013,1,"Prince Edward Island","Total receipts",82500
2013-01-01,2013,1,"Prince Edward Island","Receipts from other provinces",82500
2013-01-01,2013,1,"Prince Edward Island","Total deliveries",NA
2013-01-01,2013,1,"Prince Edward Island","Deliveries to other provinces",NA
2013-01-01,2013,1,"Prince Edward Island","Total firm deliveries",NA
2013-01-01,2013,1,"Prince Edward Island","Firm deliveries to other provinces",NA
2013-01-01,2013,1,"Prince Edward Island","Total non-firm deliveries",NA
2013-01-01,2013,1,"Prince Edward Island","Non-firm deliveries to other provinces",NA
2013-01-01,2013,1,"Prince Edward Island","Total electricity available for use within specific geographic border",102382
2013-01-01,2013,1,"Nova Scotia","Total generation",1098014
2013-01-01,2013,1,"Nova Scotia","Total receipts",48720
2013-01-01,2013,1,"Nova Scotia","Receipts from other provinces",48307
2013-01-01,2013,1,"Nova Scotia","Purchased receipts from the United States",413
2013-01-01,2013,1,"Nova Scotia","Total deliveries",0
2013-01-01,2013,1,"Nova Scotia","Deliveries to other provinces",0
2013-01-01,2013,1,"Nova Scotia","Deliveries to the United States",NA
2013-01-01,2013,1,"Nova Scotia","Total firm deliveries",0
2013-01-01,2013,1,"Nova Scotia","Firm deliveries to other provinces",0
2013-01-01,2013,1,"Nova Scotia","Firm deliveries to the United States",NA
2013-01-01,2013,1,"Nova Scotia","Total non-firm deliveries",NA
2013-01-01,2013,1,"Nova Scotia","Non-firm deliveries to other provinces",NA
2013-01-01,2013,1,"Nova Scotia","Non-firm deliveries to the United States",NA
2013-01-01,2013,1,"Nova Scotia","Total electricity available for use within specific geographic border",1146734
2013-01-01,2013,1,"New Brunswick","Total generation",1268300
2013-01-01,2013,1,"New Brunswick","Total receipts",503689
2013-01-01,2013,1,"New Brunswick","Receipts from other provinces",479153
2013-01-01,2013,1,"New Brunswick","Purchased receipts from the United States",24536
2013-01-01,2013,1,"New Brunswick","Other receipts from the United States",NA
2013-01-01,2013,1,"New Brunswick","Total deliveries",230975
2013-01-01,2013,1,"New Brunswick","Deliveries to other provinces",128732
2013-01-01,2013,1,"New Brunswick","Deliveries to the United States",102243
2013-01-01,2013,1,"New Brunswick","Total firm deliveries",180469
2013-01-01,2013,1,"New Brunswick","Firm deliveries to other provinces",128732
2013-01-01,2013,1,"New Brunswick","Firm deliveries to the United States",51737
2013-01-01,2013,1,"New Brunswick","Total non-firm deliveries",50506
2013-01-01,2013,1,"New Brunswick","Non-firm deliveries to other provinces",NA
2013-01-01,2013,1,"New Brunswick","Non-firm deliveries to the United States",50506
2013-01-01,2013,1,"New Brunswick","Total other deliveries",NA
2013-01-01,2013,1,"New Brunswick","Other deliveries to the United States",NA
2013-01-01,2013,1,"New Brunswick","Total electricity available for use within specific geographic border",1541014
2013-01-01,2013,1,"Quebec","Total generation",21267988
2013-01-01,2013,1,"Quebec","Total receipts",4624069
2013-01-01,2013,1,"Quebec","Receipts from other provinces",4512181
2013-01-01,2013,1,"Quebec","Purchased receipts from the United States",111888
2013-01-01,2013,1,"Quebec","Other receipts from the United States",NA
2013-01-01,2013,1,"Quebec","Total deliveries",2708204
2013-01-01,2013,1,"Quebec","Deliveries to other provinces",527490
2013-01-01,2013,1,"Quebec","Deliveries to the United States",2180714
2013-01-01,2013,1,"Quebec","Total firm deliveries",434412
2013-01-01,2013,1,"Quebec","Firm deliveries to other provinces",75640
2013-01-01,2013,1,"Quebec","Firm deliveries to the United States",358772
2013-01-01,2013,1,"Quebec","Total non-firm deliveries",2273792
2013-01-01,2013,1,"Quebec","Non-firm deliveries to other provinces",451850
2013-01-01,2013,1,"Quebec","Non-firm deliveries to the United States",1821942
2013-01-01,2013,1,"Quebec","Total other deliveries",NA
2013-01-01,2013,1,"Quebec","Other deliveries to the United States",NA
2013-01-01,2013,1,"Quebec","Total electricity available for use within specific geographic border",23183853
2013-01-01,2013,1,"Ontario","Total generation",13487609
2013-01-01,2013,1,"Ontario","Total receipts",211981
2013-01-01,2013,1,"Ontario","Receipts from other provinces",129801
2013-01-01,2013,1,"Ontario","Purchased receipts from the United States",82180
2013-01-01,2013,1,"Ontario","Other receipts from the United States",NA
2013-01-01,2013,1,"Ontario","Total deliveries",2424238
2013-01-01,2013,1,"Ontario","Deliveries to other provinces",1013078
2013-01-01,2013,1,"Ontario","Deliveries to the United States",1411160
2013-01-01,2013,1,"Ontario","Total firm deliveries",1123170
2013-01-01,2013,1,"Ontario","Firm deliveries to the United States",570945
2013-01-01,2013,1,"Ontario","Total non-firm deliveries",1301068
2013-01-01,2013,1,"Ontario","Non-firm deliveries to other provinces",460853
2013-01-01,2013,1,"Ontario","Non-firm deliveries to the United States",840215
2013-01-01,2013,1,"Ontario","Total other deliveries",NA
2013-01-01,2013,1,"Ontario","Other deliveries to the United States",NA
2013-01-01,2013,1,"Ontario","Total electricity available for use within specific geographic border",11275352
2013-01-01,2013,1,"Manitoba","Total generation",3029025
2013-01-01,2013,1,"Manitoba","Total receipts",129519
2013-01-01,2013,1,"Manitoba","Receipts from other provinces",5314
2013-01-01,2013,1,"Manitoba","Purchased receipts from the United States",124205
2013-01-01,2013,1,"Manitoba","Other receipts from the United States",NA
2013-01-01,2013,1,"Manitoba","Total deliveries",434178
2013-01-01,2013,1,"Manitoba","Deliveries to other provinces",110911
2013-01-01,2013,1,"Manitoba","Deliveries to the United States",323267
2013-01-01,2013,1,"Manitoba","Total firm deliveries",267124
2013-01-01,2013,1,"Manitoba","Firm deliveries to other provinces",30051
2013-01-01,2013,1,"Manitoba","Firm deliveries to the United States",237073
2013-01-01,2013,1,"Manitoba","Total non-firm deliveries",167054
2013-01-01,2013,1,"Manitoba","Non-firm deliveries to other provinces",80860
2013-01-01,2013,1,"Manitoba","Non-firm deliveries to the United States",86194
2013-01-01,2013,1,"Manitoba","Total other deliveries",NA
2013-01-01,2013,1,"Manitoba","Other deliveries to the United States",NA
2013-01-01,2013,1,"Manitoba","Total electricity available for use within specific geographic border",2724366
2013-01-01,2013,1,"Saskatchewan","Total generation",2128544
2013-01-01,2013,1,"Saskatchewan","Total receipts",65107
2013-01-01,2013,1,"Saskatchewan","Receipts from other provinces",58720
2013-01-01,2013,1,"Saskatchewan","Purchased receipts from the United States",6387
2013-01-01,2013,1,"Saskatchewan","Other receipts from the United States",NA
2013-01-01,2013,1,"Saskatchewan","Total deliveries",44054
2013-01-01,2013,1,"Saskatchewan","Deliveries to other provinces",42710
2013-01-01,2013,1,"Saskatchewan","Deliveries to the United States",1344
2013-01-01,2013,1,"Saskatchewan","Total firm deliveries",42710
2013-01-01,2013,1,"Saskatchewan","Firm deliveries to other provinces",42710
2013-01-01,2013,1,"Saskatchewan","Firm deliveries to the United States",NA
2013-01-01,2013,1,"Saskatchewan","Total non-firm deliveries",1344
2013-01-01,2013,1,"Saskatchewan","Non-firm deliveries to other provinces",NA
2013-01-01,2013,1,"Saskatchewan","Non-firm deliveries to the United States",1344
2013-01-01,2013,1,"Saskatchewan","Total other deliveries",NA
2013-01-01,2013,1,"Saskatchewan","Other deliveries to the United States",NA
2013-01-01,2013,1,"Saskatchewan","Total electricity available for use within specific geographic border",2149597
2013-01-01,2013,1,"Alberta","Total generation",5663473
2013-01-01,2013,1,"Alberta","Total receipts",331885
2013-01-01,2013,1,"Alberta","Receipts from other provinces",242631
2013-01-01,2013,1,"Alberta","Purchased receipts from the United States",89254
2013-01-01,2013,1,"Alberta","Total deliveries",16795
2013-01-01,2013,1,"Alberta","Deliveries to other provinces",11220
2013-01-01,2013,1,"Alberta","Deliveries to the United States",5575
2013-01-01,2013,1,"Alberta","Total firm deliveries",3175
2013-01-01,2013,1,"Alberta","Firm deliveries to other provinces",NA
2013-01-01,2013,1,"Alberta","Firm deliveries to the United States",3175
2013-01-01,2013,1,"Alberta","Total non-firm deliveries",13620
2013-01-01,2013,1,"Alberta","Non-firm deliveries to other provinces",11220
2013-01-01,2013,1,"Alberta","Non-firm deliveries to the United States",2400
2013-01-01,2013,1,"Alberta","Total electricity available for use within specific geographic border",5978563
2013-01-01,2013,1,"British Columbia","Total generation",6979117
2013-01-01,2013,1,"British Columbia","Total receipts",554330
2013-01-01,2013,1,"British Columbia","Receipts from other provinces",11220
2013-01-01,2013,1,"British Columbia","Purchased receipts from the United States",543110
2013-01-01,2013,1,"British Columbia","Other receipts from the United States",NA
2013-01-01,2013,1,"British Columbia","Total deliveries",1004860
2013-01-01,2013,1,"British Columbia","Deliveries to other provinces",199921
2013-01-01,2013,1,"British Columbia","Deliveries to the United States",804939
2013-01-01,2013,1,"British Columbia","Total firm deliveries",121
2013-01-01,2013,1,"British Columbia","Firm deliveries to other provinces",NA
2013-01-01,2013,1,"British Columbia","Firm deliveries to the United States",121
2013-01-01,2013,1,"British Columbia","Total non-firm deliveries",1004739
2013-01-01,2013,1,"British Columbia","Non-firm deliveries to other provinces",199921
2013-01-01,2013,1,"British Columbia","Non-firm deliveries to the United States",804818
2013-01-01,2013,1,"British Columbia","Total other deliveries",NA
2013-01-01,2013,1,"British Columbia","Other deliveries to the United States",NA
2013-01-01,2013,1,"British Columbia","Total electricity available for use within specific geographic border",6528587
2013-01-01,2013,1,"Yukon","Total generation",43801
2013-01-01,2013,1,"Yukon","Total electricity available for use within specific geographic border",43801
2013-01-01,2013,1,"Northwest Territories","Total generation",67334
2013-01-01,2013,1,"Northwest Territories","Total electricity available for use within specific geographic border",67334
2013-01-01,2013,1,"Nunavut","Total generation",17338
2013-01-01,2013,1,"Nunavut","Total electricity available for use within specific geographic border",17338
2013-02-01,2013,2,"Canada","Total generation",53351007
2013-02-01,2013,2,"Canada","Total receipts",788236
2013-02-01,2013,2,"Canada","Purchased receipts from the United States",788236
2013-02-01,2013,2,"Canada","Other receipts from the United States",NA
2013-02-01,2013,2,"Canada","Total deliveries",4521790
2013-02-01,2013,2,"Canada","Deliveries to the United States",4521790
2013-02-01,2013,2,"Canada","Total firm deliveries",1073387
2013-02-01,2013,2,"Canada","Firm deliveries to the United States",1073387
2013-02-01,2013,2,"Canada","Total non-firm deliveries",3447731
2013-02-01,2013,2,"Canada","Non-firm deliveries to the United States",3447731
2013-02-01,2013,2,"Canada","Total other deliveries",125723
2013-02-01,2013,2,"Canada","Other deliveries to the United States",672
2013-02-01,2013,2,"Canada","Total electricity available for use within specific geographic border",49617453
2013-02-01,2013,2,"Newfoundland and Labrador","Total generation",4336105
2013-02-01,2013,2,"Newfoundland and Labrador","Total receipts",2340
2013-02-01,2013,2,"Newfoundland and Labrador","Receipts from other provinces",2340
2013-02-01,2013,2,"Newfoundland and Labrador","Total deliveries",3161014
2013-02-01,2013,2,"Newfoundland and Labrador","Deliveries to other provinces",3161014
2013-02-01,2013,2,"Newfoundland and Labrador","Total firm deliveries",3161014
2013-02-01,2013,2,"Newfoundland and Labrador","Firm deliveries to other provinces",3161014
2013-02-01,2013,2,"Newfoundland and Labrador","Total non-firm deliveries",NA
2013-02-01,2013,2,"Newfoundland and Labrador","Non-firm deliveries to other provinces",NA
2013-02-01,2013,2,"Newfoundland and Labrador","Total electricity available for use within specific geographic border",1177431
2013-02-01,2013,2,"Prince Edward Island","Total generation",13111
2013-02-01,2013,2,"Prince Edward Island","Total receipts",76404
2013-02-01,2013,2,"Prince Edward Island","Receipts from other provinces",76404
2013-02-01,2013,2,"Prince Edward Island","Total deliveries",NA
2013-02-01,2013,2,"Prince Edward Island","Deliveries to other provinces",NA
2013-02-01,2013,2,"Prince Edward Island","Total firm deliveries",NA
2013-02-01,2013,2,"Prince Edward Island","Firm deliveries to other provinces",NA
2013-02-01,2013,2,"Prince Edward Island","Total non-firm deliveries",NA
2013-02-01,2013,2,"Prince Edward Island","Non-firm deliveries to other provinces",NA
2013-02-01,2013,2,"Prince Edward Island","Total electricity available for use within specific geographic border",89515
2013-02-01,2013,2,"Nova Scotia","Total generation",1109874
2013-02-01,2013,2,"Nova Scotia","Total receipts",52900
2013-02-01,2013,2,"Nova Scotia","Receipts from other provinces",52900
2013-02-01,2013,2,"Nova Scotia","Purchased receipts from the United States",NA
2013-02-01,2013,2,"Nova Scotia","Total deliveries",2702
2013-02-01,2013,2,"Nova Scotia","Deliveries to other provinces",2702
2013-02-01,2013,2,"Nova Scotia","Deliveries to the United States",NA
2013-02-01,2013,2,"Nova Scotia","Total firm deliveries",2702
2013-02-01,2013,2,"Nova Scotia","Firm deliveries to other provinces",2702
2013-02-01,2013,2,"Nova Scotia","Firm deliveries to the United States",NA
2013-02-01,2013,2,"Nova Scotia","Total non-firm deliveries",NA
2013-02-01,2013,2,"Nova Scotia","Non-firm deliveries to other provinces",NA
2013-02-01,2013,2,"Nova Scotia","Non-firm deliveries to the United States",NA
2013-02-01,2013,2,"Nova Scotia","Total electricity available for use within specific geographic border",1160072
2013-02-01,2013,2,"New Brunswick","Total generation",1265560
2013-02-01,2013,2,"New Brunswick","Total receipts",329126
2013-02-01,2013,2,"New Brunswick","Receipts from other provinces",308238
2013-02-01,2013,2,"New Brunswick","Purchased receipts from the United States",20888
2013-02-01,2013,2,"New Brunswick","Other receipts from the United States",NA
2013-02-01,2013,2,"New Brunswick","Total deliveries",207395
2013-02-01,2013,2,"New Brunswick","Deliveries to other provinces",98885
2013-02-01,2013,2,"New Brunswick","Deliveries to the United States",108510
2013-02-01,2013,2,"New Brunswick","Total firm deliveries",124639
2013-02-01,2013,2,"New Brunswick","Firm deliveries to other provinces",98885
2013-02-01,2013,2,"New Brunswick","Firm deliveries to the United States",25754
2013-02-01,2013,2,"New Brunswick","Total non-firm deliveries",82756
2013-02-01,2013,2,"New Brunswick","Non-firm deliveries to other provinces",NA
2013-02-01,2013,2,"New Brunswick","Non-firm deliveries to the United States",82756
2013-02-01,2013,2,"New Brunswick","Total other deliveries",NA
2013-02-01,2013,2,"New Brunswick","Other deliveries to the United States",NA
2013-02-01,2013,2,"New Brunswick","Total electricity available for use within specific geographic border",1387291
2013-02-01,2013,2,"Quebec","Total generation",19355783
2013-02-01,2013,2,"Quebec","Total receipts",3915910
2013-02-01,2013,2,"Quebec","Receipts from other provinces",3800018
2013-02-01,2013,2,"Quebec","Purchased receipts from the United States",115892
2013-02-01,2013,2,"Quebec","Other receipts from the United States",NA
2013-02-01,2013,2,"Quebec","Total deliveries",2613467
2013-02-01,2013,2,"Quebec","Deliveries to other provinces",529160
2013-02-01,2013,2,"Quebec","Deliveries to the United States",2084307
2013-02-01,2013,2,"Quebec","Total firm deliveries",396590
2013-02-01,2013,2,"Quebec","Firm deliveries to other provinces",38203
2013-02-01,2013,2,"Quebec","Firm deliveries to the United States",358387
2013-02-01,2013,2,"Quebec","Total non-firm deliveries",2216877
2013-02-01,2013,2,"Quebec","Non-firm deliveries to other provinces",490957
2013-02-01,2013,2,"Quebec","Non-firm deliveries to the United States",1725920
2013-02-01,2013,2,"Quebec","Total other deliveries",NA
2013-02-01,2013,2,"Quebec","Other deliveries to the United States",NA
2013-02-01,2013,2,"Quebec","Total electricity available for use within specific geographic border",20658226
2013-02-01,2013,2,"Ontario","Total generation",11618200
2013-02-01,2013,2,"Ontario","Total receipts",302027
2013-02-01,2013,2,"Ontario","Receipts from other provinces",245750
2013-02-01,2013,2,"Ontario","Purchased receipts from the United States",56277
2013-02-01,2013,2,"Ontario","Other receipts from the United States",NA
2013-02-01,2013,2,"Ontario","Total deliveries",1851883
2013-02-01,2013,2,"Ontario","Deliveries to other provinces",665011
2013-02-01,2013,2,"Ontario","Deliveries to the United States",1186872
2013-02-01,2013,2,"Ontario","Total firm deliveries",571420
2013-02-01,2013,2,"Ontario","Firm deliveries to the United States",450935
2013-02-01,2013,2,"Ontario","Total non-firm deliveries",1280463
2013-02-01,2013,2,"Ontario","Non-firm deliveries to other provinces",544526
2013-02-01,2013,2,"Ontario","Non-firm deliveries to the United States",735937
2013-02-01,2013,2,"Ontario","Total other deliveries",NA
2013-02-01,2013,2,"Ontario","Other deliveries to the United States",NA
2013-02-01,2013,2,"Ontario","Total electricity available for use within specific geographic border",10068344
2013-02-01,2013,2,"Manitoba","Total generation",2722249
2013-02-01,2013,2,"Manitoba","Total receipts",61901
2013-02-01,2013,2,"Manitoba","Receipts from other provinces",2189
2013-02-01,2013,2,"Manitoba","Purchased receipts from the United States",59712
2013-02-01,2013,2,"Manitoba","Other receipts from the United States",NA
2013-02-01,2013,2,"Manitoba","Total deliveries",443552
2013-02-01,2013,2,"Manitoba","Deliveries to other provinces",67427
2013-02-01,2013,2,"Manitoba","Deliveries to the United States",376125
2013-02-01,2013,2,"Manitoba","Total firm deliveries",222576
2013-02-01,2013,2,"Manitoba","Firm deliveries to other provinces",NA
2013-02-01,2013,2,"Manitoba","Firm deliveries to the United States",222576
2013-02-01,2013,2,"Manitoba","Total non-firm deliveries",220976
2013-02-01,2013,2,"Manitoba","Non-firm deliveries to other provinces",67427
2013-02-01,2013,2,"Manitoba","Non-firm deliveries to the United States",153549
2013-02-01,2013,2,"Manitoba","Total other deliveries",NA
2013-02-01,2013,2,"Manitoba","Other deliveries to the United States",NA
2013-02-01,2013,2,"Manitoba","Total electricity available for use within specific geographic border",2340598
2013-02-01,2013,2,"Saskatchewan","Total generation",1898667
2013-02-01,2013,2,"Saskatchewan","Total receipts",39085
2013-02-01,2013,2,"Saskatchewan","Receipts from other provinces",38385
2013-02-01,2013,2,"Saskatchewan","Purchased receipts from the United States",700
2013-02-01,2013,2,"Saskatchewan","Other receipts from the United States",NA
2013-02-01,2013,2,"Saskatchewan","Total deliveries",22623
2013-02-01,2013,2,"Saskatchewan","Deliveries to other provinces",22095
2013-02-01,2013,2,"Saskatchewan","Deliveries to the United States",528
2013-02-01,2013,2,"Saskatchewan","Total firm deliveries",NA
2013-02-01,2013,2,"Saskatchewan","Firm deliveries to other provinces",NA
2013-02-01,2013,2,"Saskatchewan","Firm deliveries to the United States",NA
2013-02-01,2013,2,"Saskatchewan","Total non-firm deliveries",22623
2013-02-01,2013,2,"Saskatchewan","Non-firm deliveries to other provinces",22095
2013-02-01,2013,2,"Saskatchewan","Non-firm deliveries to the United States",528
2013-02-01,2013,2,"Saskatchewan","Total other deliveries",NA
2013-02-01,2013,2,"Saskatchewan","Other deliveries to the United States",NA
2013-02-01,2013,2,"Saskatchewan","Total electricity available for use within specific geographic border",1915129
2013-02-01,2013,2,"Alberta","Total generation",5145917
2013-02-01,2013,2,"Alberta","Total receipts",178977
2013-02-01,2013,2,"Alberta","Receipts from other provinces",147146
2013-02-01,2013,2,"Alberta","Purchased receipts from the United States",31831
2013-02-01,2013,2,"Alberta","Total deliveries",42819
2013-02-01,2013,2,"Alberta","Deliveries to other provinces",26970
2013-02-01,2013,2,"Alberta","Deliveries to the United States",15849
2013-02-01,2013,2,"Alberta","Total firm deliveries",15624
2013-02-01,2013,2,"Alberta","Firm deliveries to other provinces",NA
2013-02-01,2013,2,"Alberta","Firm deliveries to the United States",15624
2013-02-01,2013,2,"Alberta","Total non-firm deliveries",27195
2013-02-01,2013,2,"Alberta","Non-firm deliveries to other provinces",26970
2013-02-01,2013,2,"Alberta","Non-firm deliveries to the United States",225
2013-02-01,2013,2,"Alberta","Total electricity available for use within specific geographic border",5282075
2013-02-01,2013,2,"British Columbia","Total generation",5775050
2013-02-01,2013,2,"British Columbia","Total receipts",527881
2013-02-01,2013,2,"British Columbia","Receipts from other provinces",24945
2013-02-01,2013,2,"British Columbia","Purchased receipts from the United States",502936
2013-02-01,2013,2,"British Columbia","Other receipts from the United States",NA
2013-02-01,2013,2,"British Columbia","Total deliveries",874650
2013-02-01,2013,2,"British Columbia","Deliveries to other provinces",125051
2013-02-01,2013,2,"British Columbia","Deliveries to the United States",749599
2013-02-01,2013,2,"British Columbia","Total firm deliveries",111
2013-02-01,2013,2,"British Columbia","Firm deliveries to other provinces",NA
2013-02-01,2013,2,"British Columbia","Firm deliveries to the United States",111
2013-02-01,2013,2,"British Columbia","Total non-firm deliveries",748816
2013-02-01,2013,2,"British Columbia","Non-firm deliveries to other provinces",NA
2013-02-01,2013,2,"British Columbia","Non-firm deliveries to the United States",748816
2013-02-01,2013,2,"British Columbia","Total other deliveries",125723
2013-02-01,2013,2,"British Columbia","Other deliveries to the United States",672
2013-02-01,2013,2,"British Columbia","Total electricity available for use within specific geographic border",5428281
2013-02-01,2013,2,"Yukon","Total generation",39095
2013-02-01,2013,2,"Yukon","Total electricity available for use within specific geographic border",39095
2013-02-01,2013,2,"Northwest Territories","Total generation",55821
2013-02-01,2013,2,"Northwest Territories","Total electricity available for use within specific geographic border",55821
2013-02-01,2013,2,"Nunavut","Total generation",15575
2013-02-01,2013,2,"Nunavut","Total electricity available for use within specific geographic border",15575
2013-03-01,2013,3,"Canada","Total generation",54263640
2013-03-01,2013,3,"Canada","Total receipts",894360
2013-03-01,2013,3,"Canada","Purchased receipts from the United States",894360
2013-03-01,2013,3,"Canada","Other receipts from the United States",NA
2013-03-01,2013,3,"Canada","Total deliveries",5037927
2013-03-01,2013,3,"Canada","Deliveries to the United States",5037927
